D_1,D_2
0.0345867142507568,-0.970878836127602
0.084355967301293,-0.976774162884445
0.0921353146874052,-0.939985402540711
0.136659841885677,-0.932620368401997
0.159547223100582,-0.949092160922967
0.0462830858287787,-0.976976738297075
0.159392407865384,-0.921876659440959
0.103440597465766,-0.948846166535748
0.15188331709437,-0.929526611024209
0.109044128723655,-0.92865161636337
0.130191742004952,-0.946271389476435
0.313466071077879,-0.835588595516749
0.119454980614128,-0.91970918601334
0.321409997808408,-0.824489057538831
0.377072824467544,-0.780646666182101
0.346997056162106,-0.810111339315692
0.35991044242832,-0.79534456199706
0.339971035991327,-0.808907852829488
0.23946803678261,-0.85413380555295
0.394022411113772,-0.772190929267915
0.516110558992494,-0.711958739415894
0.612654826721682,-0.663087753369333
0.385286446747819,-0.761510312121305
0.413007347587652,-0.811366136823489
0.539290179611718,-0.711682625376997
0.527316164560107,-0.691186704477464
0.484948505307277,-0.711347523235312
0.420365425272055,-0.747445614480939
0.689992927858384,-0.578783370022806
0.358255389142182,-0.787976175547925
0.516235176464437,-0.685498602289997
0.513736115193258,-0.716081279540505
0.56175446961163,-0.671806412483002
0.649774486480899,-0.614107429047015
0.639253292146093,-0.613097601277524
0.571255385504623,-0.645536753740561
0.669695435038873,-0.561149823664011
0.71154383392105,-0.558880303791399
0.67996463135762,-0.547630955774198
0.685985859610269,-0.591281584083018
0.76609277768273,-0.507570961973178
0.741379199955465,-0.516964645681641
0.82823564868336,-0.414561376340745
0.783604510483689,-0.476827018047949
0.892214091243346,-0.46215391733363
0.739221803427884,-0.507351058633719
0.634733035573406,-0.564419300147015
0.798818714699835,-0.508561062374882
0.750085748133429,-0.517889595824941
0.732360959858529,-0.498198445851371
0.891685974069604,-0.432243071999908
0.788198495213355,-0.477838903197518
0.773838063758891,-0.484755656774122
0.773744721062888,-0.450466386081703
0.784830141535005,-0.428044338336922
0.795211403989451,-0.389533278477227
0.786938185680726,-0.447631799855999
0.828430582599348,-0.374134126383769
0.877982202593729,-0.376098995951096
0.898188423918655,-0.303780727541989
0.915682005423717,-0.370658524321079
0.918065508031739,-0.356723932227771
0.846064025567494,-0.398567790896015
0.832106038265768,-0.399263134159762
0.941860201893867,-0.304474584069975
0.861614998054577,-0.322474453223697
0.944688887384146,-0.274812797213134
0.86794731848484,-0.334633070173852
0.953922615943167,-0.184574383482089
0.910208805236695,-0.263888464974756
0.974151038781863,-0.207648336655103
0.908355457612124,-0.261346009966197
0.906527100113779,-0.248125097077425
0.978370113634997,-0.19549740510711
0.950351619863546,-0.192212161429395
0.940084831743286,-0.26601275007442
0.912916592775656,-0.276634650696475
0.948113449519429,-0.244893388477033
0.860171564282986,-0.250788666078397
0.986079752210432,-0.167021470571698
1.02300399515692,-0.180562546276611
1.00281993945072,-0.168400536652048
0.98404286197332,-0.208048156469685
0.984523124535654,-0.0910216285632514
0.995820170420026,-0.0980294444223144
0.994221558609267,-0.11448112418706
1.00049656563276,-0.0489409940992908
0.957210529622932,-0.133698973251445
0.985920095941879,-0.0592649853476186
0.991992309038783,-0.0525779400023859
0.983770977296654,-0.0425372791668143
1.01762936106102,-0.0864623633814751
1.07559077986619,-0.0236579875618505
0.957192569816996,-0.0557440816463238
0.999648276347417,-0.0648223075251243
0.951805721391655,-0.0701634093207509
1.03638259303431,0.051890781974262
1.04125423518694,-0.0322972106168059
0.949994790583935,0.0113543077870416
1.05738439104242,-0.0304326027370099
0.966826842794664,0.0251436600002298
0.994349587444381,-0.111601889797
1.03293593053503,0.00565203852693342
1.00441391539785,-0.00132180797398622
1.06801280463178,0.0292774616147339
1.07628243378861,0.0793366405846321
0.997138381602608,0.0837326109819754
0.899847931103669,0.207219889598314
0.980694177285935,0.0914113390825272
0.960750828917062,0.117498386098248
0.973270938035509,0.0615342264829652
0.950260160000314,0.126130866815297
0.993677839495802,0.093101167321887
1.03378151118967,0.171514951189409
0.928949623808363,0.222654338375929
0.947395162150546,0.210212673255468
1.00777948269522,0.16496898932909
1.0198793679979,0.128472855362638
0.928716843286625,0.293000659257132
0.92022282371113,0.332502136646893
0.965593465253405,0.246025029984969
0.948345040785163,0.200504919788941
0.910538091219197,0.319888573715744
0.933249698807546,0.240367189091537
0.907206804475865,0.256509531838777
0.907273257766138,0.334318868853635
0.948783117014708,0.230739009944458
0.949373541142442,0.212162302288404
0.892447508304594,0.341034185010062
0.907105009460604,0.350036899907348
0.892930573653437,0.344757107893208
0.865335849051265,0.374834219581827
0.83690477546274,0.414112029808035
0.826375618911409,0.418522389417729
0.85316347796569,0.35157152148052
0.838274403553774,0.430498603665927
0.875262277026905,0.408662368591604
0.835965354573922,0.384722871574231
0.927991649335309,0.36033471045549
0.78094639472099,0.462348546944057
0.814334261137739,0.422318870035033
0.768477036124577,0.452321726334391
0.799533564794951,0.42035262488991
0.817374701744786,0.392474276261022
0.771907413880913,0.488579317763431
0.81084595365567,0.486893043759782
0.702278544043351,0.559951393864598
0.723032337906916,0.550085203516364
0.712309931204459,0.572665228957477
0.682402423650647,0.492556162372842
0.75174308290617,0.493183675144199
0.773863778850907,0.486545661356576
0.679410735121763,0.584899031152337
0.457529392720899,0.709454056382196
0.589901350634312,0.616378601845786
0.719737215854311,0.551346794892388
0.584554944773843,0.641831687723808
0.710138022329815,0.55358348449582
0.670025013922892,0.548776495429181
0.507600253559051,0.665872115775368
0.661509119252033,0.60110472399073
0.592510514613015,0.66579929403543
0.515584544627946,0.73032675690384
0.477856708883515,0.690056231786593
0.432116857906789,0.726483014220983
0.584038455377664,0.609709889768963
0.461348495176746,0.73307681220617
0.314168140200249,0.816925112691426
0.481330526835358,0.747056970670857
0.529996280577233,0.652956140907106
0.415058922711167,0.729842860258908
0.480531619074744,0.725001738911033
0.428711326290024,0.779151195639041
0.350864150054178,0.790601768905588
0.321591427871268,0.800274627525822
0.399827897637314,0.771810962455949
0.357950545410799,0.770036397997903
0.391308000739167,0.780520550429098
0.280639939697906,0.862677041703224
0.462847723097405,0.73734959642902
0.254428681872519,0.829634842017619
0.238230437201508,0.863518910134496
0.306412063098216,0.827361449397054
0.255419325427573,0.893861364250384
0.259308965556448,0.876434017498627
0.287495369909573,0.843084935586559
0.214693048740538,0.908068176732532
0.164782761656451,0.896590855904331
0.180440290315114,0.899506367612163
0.242364896904534,0.894433864473693
0.155686173531947,0.943072274179205
0.28627307437454,0.85769353819507
0.130965874441819,0.940083344026093
0.0935017722078387,0.942822593919381
0.149234145727707,0.934405074785567
0.0893148621055924,0.963286437070454
0.0110571297717909,-0.472968345509278
0.0948502675998271,-0.441207955770909
0.0530114706683364,-0.456110033913831
0.107386022422997,-0.428024134844456
0.0107278780269069,-0.454048900753031
0.113621215417477,-0.412956492811803
0.0115666907658706,-0.493128242231398
0.187683588404462,-0.364478807966492
0.0185009408009586,-0.459478133953418
0.235953678328892,-0.320775074432287
0.169707398662925,-0.383136339702063
0.204369558219737,-0.347553943999041
0.163435759501069,-0.378162923623384
0.142174892919371,-0.401029169656551
0.00348995044580051,-0.493649426964353
0.285129523954769,-0.298686050115043
0.275892759477954,-0.334334226660561
0.184519159835238,-0.319867145342546
0.280036039423511,-0.279719731367973
0.196484835078228,-0.36096742302674
0.224635425983387,-0.316472261899139
0.321295242662968,-0.212633607920744
0.362612802752002,-0.230106768355926
0.271108573832083,-0.314064062954626
0.213452884430569,-0.350163212108495
0.328150541171289,-0.258562315989555
0.336269987337299,-0.209300176064177
0.382008808430471,-0.162881153334881
0.370504942776988,-0.195313725466654
0.308219362517702,-0.246115586076402
0.405709444728546,-0.164692109071589
0.41642551157275,-0.228616743377664
0.348964864731515,-0.208048328176883
0.402674548352219,-0.182686750817901
0.337787192590001,-0.201469682449958
0.448974434049797,-0.143548256498166
0.366477437090356,-0.164997503367141
0.425368290164836,-0.124284306880092
0.401124600028696,-0.123121077217687
0.440944715835672,-0.110489260737008
0.428216243844212,-0.105176949206594
0.448541391948735,-0.00833514436779324
0.536734076557365,-0.0294847391213025
0.426671888147193,-0.0470463922473673
0.422898380620858,-0.113347336521412
0.505719764419651,-0.111290163319812
